0,representar,5,3,A,letra,0.547466993332,,,impar,0.707679033279,1
0,sumar,1,2,B,letra,0.489738941193,,,impar,0.746742963791,1
0,sumar,4,2,6,numero,0.501428127289,sumar,0.39107298851,,,1
0,representar,1,5,D,letra,0.465551137924,sumar,0.536672115326,,,1
0,sumar,4,1,2,numero,0.530809879303,,,par,0.397454023361,1
0,representar,5,2,A,letra,0.637737989426,sumar,0.428399085999,,,1
0,representar,2,5,B,letra,0.551481962204,,,impar,0.219846010208,1
0,representar,1,1,3,numero,0.532174110413,sumar,0.321210861206,,,1
0,representar,4,2,A,letra,0.454303026199,,,impar,0.200005054474,1
0,representar,1,5,C,letra,0.462983846664,,,impar,0.381592988968,1
0,representar,3,3,6,numero,0.492219924927,,,par,0.508709192276,1
0,sumar,2,4,6,numero,0.566171884537,,,impar,0.181530952454,1
0,sumar,1,2,3,numero,0.478065013885,sumar,0.412448883057,,,1
0,sumar,2,1,B,letra,0.482091903687,representar,0.324281930923,,,1
0,sumar,1,1,A,letra,0.499539136887,,,impar,0.249541044235,1
0,sumar,4,1,C,letra,0.422389030457,representar,0.402119874954,,,1
0,sumar,3,3,C,letra,0.533663034439,,,impar,0.228389978409,1
0,sumar,5,5,B,letra,0.526141881943,sumar,0.353147983551,,,1
0,sumar,4,2,1,numero,0.458404064178,representar,0.465021133423,,,1
0,sumar,4,1,5,numero,0.460925102234,sumar,0.422594070435,,,1
0,representar,5,1,A,letra,0.598168134689,representar,0.327477931976,,,1
0,representar,3,4,D,letra,0.550729036331,sumar,0.291129827499,,,1
0,representar,4,1,A,letra,0.548696041107,,,par,0.336531877518,1
0,sumar,4,1,2,numero,0.907034873962,,,impar,0.671232223511,1
0,representar,1,3,2,numero,0.52325296402,sumar,0.290665864944,,,1
0,representar,1,3,A,letra,0.5162961483,sumar,0.365520000458,,,1
0,sumar,3,3,6,numero,0.80251288414,representar,0.347024917603,,,1
0,representar,3,3,6,numero,0.536118030548,,,par,0.320310115814,1
0,sumar,4,3,C,letra,0.517287969589,representar,0.268549203873,,,1
0,sumar,3,2,5,numero,0.467605113983,,,impar,0.216403961182,1
0,sumar,3,5,C,letra,0.592137098312,representar,0.455925941467,,,1
0,sumar,1,1,D,letra,0.549044847488,,,par,0.347334861755,1
0,sumar,1,4,5,numero,0.704221010208,,,impar,0.635824203491,1
0,representar,3,3,D,letra,0.44643497467,sumar,0.390699863434,,,1
0,sumar,3,3,C,letra,0.523648023605,,,par,0.323680877686,1
0,sumar,2,1,5,numero,0.525629997253,,,par,0.489322185516,1
0,representar,2,5,D,letra,0.478163957596,,,par,0.348247051239,1
0,sumar,1,4,5,numero,0.615262031555,,,par,0.500289916992,1
0,sumar,4,4,2,numero,0.493884086609,,,impar,0.467779159546,1
0,sumar,2,1,3,letra,0.772234916687,,,par,0.340072870255,1
0,representar,5,5,2,numero,0.462542772293,representar,0.33061003685,,,1
0,representar,2,3,4,numero,0.467777967453,,,par,0.471254110336,1
0,representar,3,5,2,numero,0.533544063568,sumar,0.35360622406,,,1
0,sumar,2,1,3,numero,0.531810998917,sumar,0.398387908936,,,1
0,representar,5,1,6,numero,0.453387975693,,,impar,0.515342950821,1
0,sumar,2,3,A,letra,0.571712017059,,,par,0.31520819664,1
0,representar,3,1,4,numero,0.476031064987,representar,0.442173957825,,,1
0,representar,4,1,5,numero,0.456875085831,,,impar,0.314287900925,1
