0,representar,5,5,2,numero,0.323063620599,sumar,0.34745349607,,,2
0,representar,1,2,3,numero,0.406626932439,representar,1.0016994942,,,2
0,representar,3,4,D,letra,0.321597471717,sumar,0.663203741191,,,2
0,representar,1,5,C,letra,0.375429640524,representar,0.22894917184,,,2
0,sumar,4,4,2,letra,0.417620972381,representar,0.290591235971,,,2
0,sumar,3,3,6,numero,0.389235529583,,,representar,0.0647714593215,2
0,sumar,1,4,5,numero,0.309818817535,,,,,2
0,sumar,2,4,6,numero,0.477583931643,sumar,0.344417363522,,,2
0,representar,1,3,2,numero,0.40512604604,,,representar,0.0681311794324,2
0,representar,4,2,A,letra,0.333337990218,,,representar,0.082052230835,2
0,sumar,1,2,3,numero,0.390460403985,representar,0.208658320946,,,2
0,sumar,4,2,6,numero,0.441277207108,representar,0.668779864325,,,2
0,sumar,2,1,3,numero,0.36917877919,sumar,0.228500227444,,,2
0,sumar,5,4,C,letra,0.384141200455,,,representar,0.028290669783,2
0,representar,1,3,4,numero,0.41377492738,sumar,0.347369295429,,,2
0,representar,5,1,6,numero,0.434143182705,,,representar,0.370769152418,2
0,representar,4,5,3,numero,0.357779216836,representar,0.159865354421,,,2
0,sumar,2,3,A,letra,0.411990477471,representar,0.513706018799,,,2
0,representar,2,4,C,letra,0.327414492029,representar,0.381045787479,,,2
0,representar,3,3,A,letra,0.388353876886,,,representar,0.349476955249,2
0,sumar,4,2,A,numero,0.353488003369,,,representar,0.207752125338,2
0,sumar,4,1,5,numero,0.483296739403,,,par,0.56515225023,2
0,representar,1,3,4,numero,0.493406483438,,,representar,0.0467864983948,2
0,sumar,2,1,B,letra,0.39183291269,,,par,0.125758797163,2
0,representar,4,2,6,letra,0.355115757091,,,par,0.0892085325904,2
0,representar,2,4,1,numero,0.457667263923,,,par,0.0887965912698,2
0,sumar,2,1,3,letra,0.367356948555,representar,0.35945076996,,,2
0,representar,2,5,B,numero,0.302104827948,,,par,0.14796662936,2
0,sumar,4,2,1,numero,0.386898677913,,,par,0.124737439328,2
0,representar,5,1,A,letra,0.336400553468,,,representar,0.0702731991187,2
0,sumar,3,3,C,letra,0.439330019522,,,representar,0.453797431313,2
0,sumar,4,3,C,letra,0.363876402494,sumar,0.465543613536,,,2
0,sumar,4,5,A,letra,0.334657637519,,,par,0.222782511264,2
0,representar,3,3,6,letra,0.367531391094,representar,0.230670943391,,,2
0,representar,1,2,4,numero,0.363102360512,,,representar,0.562082135351,2
0,representar,3,2,A,letra,0.354237880092,sumar,0.0160147408023,,,2
0,sumar,5,4,1,numero,0.400366631686,sumar,0.336456813151,,,2
