0,representar,4,1,5,numero,0.772458791733,sumar,0.642565011978,,,1
0,sumar,3,2,5,numero,0.604153156281,representar,1.83747291565,,,1
0,sumar,5,4,B,letra,0.863739013672,,,par,0.156057834625,1
0,sumar,2,2,C,letra,0.804210186005,,,par,0.0632491111755,1
0,sumar,3,3,6,numero,0.773211956024,representar,1.27350592613,,,1
0,representar,2,3,4,numero,0.716193914413,sumar,1.92441701889,,,1
0,representar,5,2,C,letra,0.648366928101,,,par,0.988746881485,1
0,sumar,1,1,A,letra,0.745172023773,sumar,0.385968923569,,,1
0,sumar,2,1,3,numero,0.685549020767,,,par,0.182379961014,1
0,representar,3,3,D,letra,0.830258131027,sumar,0.127538919449,,,1
0,representar,1,3,2,numero,0.679100036621,,,par,0.00622320175171,1
0,representar,3,1,4,numero,0.685868024826,,,par,0.198055028915,1
0,representar,3,3,A,letra,0.712387084961,sumar,1.58312821388,,,1
0,representar,3,3,6,numero,0.711511135101,sumar,0.19269490242,,,1
0,sumar,1,3,D,letra,0.62561416626,,,par,0.0296840667725,1
0,sumar,4,3,C,numero,0.522557973862,,,par,0.188811063766,1
0,sumar,3,2,5,letra,0.536062955856,,,par,0.0803759098053,1
0,sumar,2,1,B,letra,0.579308986664,,,par,0.0776679515839,1
0,sumar,1,2,3,numero,0.708081960678,sumar,1.25642895699,,,1
0,representar,4,1,C,letra,0.557965993881,sumar,0.931583166122,,,1
0,sumar,2,1,3,numero,0.627557992935,,,par,0.124025821686,1
0,sumar,3,3,C,letra,0.751593828201,,,par,0.860719919205,1
0,representar,5,2,A,letra,0.567898988724,sumar,0.958764076233,,,1
0,representar,5,5,2,numero,0.645537853241,,,par,0.484328985214,1
0,sumar,3,3,C,letra,0.610709905624,sumar,2.91970396042,,,1
0,representar,5,2,3,numero,0.597420930862,,,par,0.219829082489,1
0,representar,5,1,6,numero,1.10639095306,sumar,0.390316009521,,,1
0,sumar,3,5,C,letra,0.828281164169,sumar,0.360737085342,,,1
0,sumar,2,2,5,numero,0.563789129257,sumar,0.0173678398132,,,1
0,sumar,1,3,D,letra,0.575805187225,sumar,0.557702064514,,,1
0,representar,1,3,A,numero,1.56829190254,representar,0.528162956238,,,1
0,sumar,4,4,2,numero,0.739992856979,,,par,0.0804071426392,1
0,sumar,4,1,5,numero,0.844666957855,sumar,0.644191026688,,,1
0,sumar,2,3,C,letra,0.615885972977,sumar,4.00858902931,,,1
0,representar,2,4,C,letra,1.24465799332,sumar,0.55536699295,,,1
0,representar,4,1,B,letra,0.488689184189,,,par,0.0940110683441,1
0,sumar,1,1,D,letra,0.90244603157,,,par,10.33802104,1
0,sumar,2,1,5,numero,0.907970905304,,,par,0.225129127502,1
0,sumar,3,1,2,numero,0.660185098648,,,par,0.206680059433,1
0,representar,1,3,2,numero,0.755807161331,,,par,0.167763948441,1
0,representar,3,3,C,numero,1.03547286987,sumar,0.706777095795,,,1
0,sumar,3,4,5,numero,1.0133202076,representar,1.06530213356,,,1
0,sumar,4,1,2,numero,0.718073129654,,,par,0.153892993927,1
0,sumar,4,1,C,letra,0.521697998047,,,par,0.618123054504,1
0,sumar,1,3,D,letra,0.556473970413,sumar,1.71280288696,,,1
0,sumar,4,1,2,numero,0.851197004318,,,par,0.156960964203,1
0,sumar,4,1,B,letra,0.624917030334,,,par,2.5441839695,1
0,sumar,1,5,A,letra,0.475224971771,sumar,0.0639991760254,,,1
0,representar,2,1,A,letra,5.28434991837,sumar,1.462266922,,,1
